1186693, 0
1113230, 0
865383, 0
1185357, 0
505421, 0
9911, 0
1386044, 0
1220284, 0
865140, 0
1183461, 0
867850, 0
40251, 0
973788, 0
1521221, 0
1111615, 0
14132, 0
1224992, 0
1186254, 0
1039147, 0
1191821, 0
542154, 0
1220364, 0
29379, 0
1068, 0
24, 0
1245753, 0
1112534, 0
1210498, 0
862781, 0
559946, 0
862992, 0
1100425, 0
1183464, 0
1042729, 0
755877, 0
1193097, 0
1183972, 0
981311, 0
862817, 0
10044, 0
867263, 0
867169, 0
1521089, 0
1009836, 0
973267, 0
1523267, 0
1520748, 0
865538, 0
1390164, 0
6074, 0
1187860, 0
1183671, 0
3334, 0
1519764, 0
972209, 0
985443, 0
1222280, 0
1517939, 0
607917, 0
1209637, 0
21618, 0
581000, 0
1191975, 0
1224275, 0
981545, 0
999484, 0
1045656, 0
1179697, 0
1193205, 0
699489, 0
1184771, 0
24721, 0
864930, 0
30788, 0
1185609, 0
310, 0
865735, 0
4759, 0
1205847, 0
20984, 0
1403906, 0
1180319, 0
867244, 0
1518576, 0
640776, 0
1184249, 0
1183197, 0
972539, 0
974558, 0
1520190, 0
1112432, 0
1095109, 0
2523, 0
1110989, 0
1604, 0
1207398, 0
8634, 0
1187224, 0
1183992, 0
1111341, 0
1859, 0
22708, 0
861876, 0
1206798, 0
1518979, 0
867283, 0
1113443, 0
1110899, 0
22542, 0
19253, 0
1184766, 0
631455, 0
1207052, 0
1045767, 0
1208463, 0
1187921, 0
1105939, 0
1222600, 0
1187745, 0
23870, 0
1212943, 0
1204723, 0
19184, 0
981381, 0
1017580, 0
1522999, 0
1210078, 0
972884, 0
1432, 0
4338, 0
757897, 0
1205973, 0
977436, 0
1238827, 0
1205605, 0
4590, 0
902, 0
8076, 0
1112669, 0
975388, 0
1212562, 0
1105932, 0
2547, 0
1211423, 0
1186658, 0
1186616, 0
1111363, 0
2493, 0
1212304, 0
1212517, 0
1325795, 0
1138, 0
1009005, 0
30080, 0
14326, 0
1184649, 0
1195758, 0
978908, 0
1520815, 0
1111277, 0
10728, 0
1217272, 0
21940, 0
1186296, 0
864924, 0
567200, 0
1110972, 0
1113108, 0
1203307, 0
1110923, 0
864597, 0
862890, 0
1203141, 0
1227835, 0
1185035, 0
1187377, 0
1185445, 0
16731, 0
10039, 0
632250, 0
1214919, 0
1364639, 0
2612, 0
1187776, 0
10706, 0
1220759, 0
1019552, 0
1183747, 0
866140, 0
23703, 0
1521723, 0
1018012, 0
998147, 0
652548, 0
1209021, 0
861964, 0
978994, 0
752679, 0
1184971, 0
1193905, 0
535, 0
866668, 0
1110891, 0
414, 0
1187497, 0
755065, 0
2529, 0
20601, 0
379, 0
1104461, 0
1197438, 0
1518368, 0
1944, 0
1185899, 0
976588, 0
1020029, 0
1186074, 0
1111895, 0
867833, 0
23804, 0
13175, 0
1080300, 0
28936, 0
703492, 0
1187427, 0
1096825, 0
623532, 0
1219078, 0
1225080, 0
1187642, 0
1437, 0
867265, 0
1209103, 0
1196079, 0
1236709, 0
631395, 0
1232313, 0
561301, 0
1185324, 0
1013704, 0
1185518, 0
867921, 0
2365, 0
1114009, 0
1223023, 0
1212045, 0
1227378, 0
864992, 0
865127, 0
aaaieinu, 0
1185051, 0
1199776, 0
29250, 0
1228803, 0
1700, 0
677295, 0
1103258, 0
1271990, 0
1204312, 0
1110851, 0
1519514, 0
1184061, 0
646821, 0
1202830, 0
5245, 0
1193707, 0
866065, 0
10729, 0
555791, 0
541908, 0
11421, 0
1184693, 0
1112842, 0
631423, 0
1100421, 0
977189, 0
1517261, 0
1183902, 0
1187055, 0
631334, 0
1010161, 0
1013563, 0
862706, 0
1183243, 0
1186592, 0
631500, 0
862930, 0
1110800, 0
1187353, 0
1519126, 0
1227951, 0
1111221, 0
621964, 0
806, 0
1185441, 0
1993, 0
1062, 0
1114151, 0
10275, 0
1018015, 0
864877, 0
1006884, 0
1205550, 0
865785, 0
1186140, 0
774357, 0
866155, 0
1521677, 0
867911, 0
10154, 0
1184740, 0
1009831, 0
5893, 0
1185078, 0
1212224, 0
23560, 0
600033, 0
1215252, 0
1212436, 0
19987, 0
865591, 0
1977567, 0
865325, 0
556417, 0
866030, 0
867873, 0
14023, 0
19736, 0
723385, 0
989644, 0
1002183, 0
1111577, 0
1111157, 0
1273576, 0
631304, 0
1187210, 0
1520239, 0
1521539, 0
1113137, 0
753905, 0
554038, 0
3432, 0
1191415, 0
1183908, 0
1100408, 0
13187, 0
1110970, 0
631556, 0
774797, 0
1184087, 0
999552, 0
1228319, 0
1181720, 0
1182878, 0
1521867, 0
1518756, 0
1521888, 0
1112105, 0
631303, 0
1198260, 0
1111112, 0
5921, 0
568005, 0
1187366, 0
1111457, 0
861617, 0
982666, 0
1282, 0
1076925, 0
976260, 0
631754, 0
861605, 0
1210090, 0
865151, 0
21013, 0
215, 0
867878, 0
1114076, 0
1518992, 0
1183068, 0
1522954, 0
558168, 0
1720, 0
1077045, 0
1009128, 0
867138, 0
1184862, 0
1183969, 0
1110780, 0
1110889, 0
1213901, 0
1521021, 0
1523210, 0
977376, 0
1519400, 0
1114119, 0
1184075, 0
862820, 0
972866, 0
1183585, 0
1184558, 0
21482, 0
1144, 0
1112503, 0
541938, 0
1080527, 0
1193390, 0
28632, 0
17599, 0
6856, 0
570657, 0
1213370, 0
1207213, 0
17674, 0
7275, 0
1113796, 0
12609, 0
1207813, 0
1516413, 0
867326, 0
1002224, 0
975664, 0
1183138, 0
30727, 0
867156, 0
867121, 0
1516693, 0
1223103, 0
865101, 0
1018136, 0
865911, 0
1521282, 0
1184447, 0
1213530, 0
1184886, 0
1104014, 0
866211, 0
865162, 0
2083, 0
1105138, 0
863707, 0
1517099, 0
1177935, 0
23167, 0
1205133, 0
862965, 0
1186434, 0
560836, 0
862932, 0
1002220, 0
631371, 0
10584, 0
9545, 0
1207194, 0
18462, 0
780894, 0
1325965, 0
865247, 0
653855, 0
1110573, 0
1112061, 0
1220344, 0
1147736, 0
1111940, 0
1113044, 0
15626, 0
22692, 0
1219708, 0
1101717, 0
865666, 0
1112032, 0
1112200, 0
1110622, 0
1518359, 0
1157227, 0
1207489, 0
977200, 0
982883, 0
1283081, 0
640315, 0
1187144, 0
1111022, 0
1519998, 0
561461, 0
1214689, 0
1183917, 0
975274, 0
973908, 0
1184586, 0
1187604, 0
1185843, 0
16287, 0
1402814, 0
1638, 0
973556, 0
977425, 0
647520, 0
546118, 0
1186257, 0
1519267, 0
21236, 0
1206989, 0
1113316, 0
1112753, 0
1111836, 0
357, 0
863692, 0
1075975, 0
1227230, 0
1187906, 0
753414, 0
1110861, 0
775448, 0
1779, 0
977410, 0
1212179, 0
19403, 0
1111193, 0
1018633, 0
1211359, 0
865462, 0
1205856, 0
1006256, 0
973894, 0
1190661, 0
865568, 0
2694, 0
1522620, 0
1187087, 0
1184965, 0
1100412, 0
571184, 0
1184295, 0
780370, 0
981208, 0
1078528, 0
1113063, 0
1194938, 0
1238814, 0
1516609, 0
1025022, 0
976008, 0
20812, 0
1212003, 0
975933, 0
865117, 0
557912, 0
aaaieism, 0
504543, 0
13001, 0
1185354, 0
1518467, 0
1186652, 0
1187026, 0
1206797, 0
1522774, 0
1080434, 0
5438, 0
989563, 0
1519936, 0
1186335, 0
1218287, 0
1215126, 0
1183978, 0
1521559, 0
643293, 0
1199122, 0
1205311, 0
543019, 0
1184625, 0
19127, 0
865927, 0
13827, 0
1185309, 0
865650, 0
865648, 0
631335, 0
1095030, 0
957, 0
8041, 0
1070737, 0
4652, 0
4076, 0
1046883, 0
1170750, 0
1184378, 0
1184032, 0
1114169, 0
1179864, 0
1080726, 0
1520765, 0
723393, 0
1206518, 0
861724, 0
1193806, 0
1221627, 0
1184074, 0
3942, 0
19946, 0
1184738, 0
624739, 0
861882, 0
1395974, 0
1192426, 0
1112793, 0
1186361, 0
251, 0
862669, 0
1183472, 0
574025, 0
1186046, 0
1216452, 0
1522096, 0
865433, 0
3782, 0
1183561, 0
1111380, 0
1113855, 0
1184943, 0
1183896, 0
2322, 0
31624, 0
1185598, 0
1210353, 0
1113622, 0
1209302, 0
1206223, 0
1016926, 0
985586, 0
769189, 0
1112383, 0
1002209, 0
1519183, 0
724972, 0
8352, 0
1209203, 0
16791, 0
13940, 0
1518570, 0
614444, 0
1214344, 0
1522292, 0
1275750, 0
1519158, 0
2279, 0
570822, 0
1184852, 0
18803, 0
22864, 0
1519014, 0
1196035, 0
1217437, 0
1110598, 0
865123, 0
958, 0
1112211, 0
1114305, 0
5878, 0
1519438, 0
1007770, 0
640163, 0
6820, 0
1521799, 0
1215995, 0
1185131, 0
961699, 0
641621, 0
1222624, 0
631422, 0
972046, 0
1519159, 0
1205485, 0
1186808, 0
510402, 0
1002207, 0
1187145, 0
29688, 0
1516260, 0
21467, 0
1184937, 0
1425, 0
1184602, 0
1210746, 0
1199809, 0
1189173, 0
1182175, 0
545756, 0
1185972, 0
752845, 0
1193216, 0
865533, 0
1181874, 0
684768, 0
864615, 0
1206967, 0
1178806, 0
20963, 0
3271, 0
1227910, 0
1180089, 0
1261874, 0
1208278, 0
979417, 0
4324, 0
1187569, 0
2459, 0
aaaieirp, 0
1042687, 0
1207477, 0
1516764, 0
1112048, 0
1101257, 0
1112280, 0
1185218, 0
1205598, 0
1184601, 0
1187394, 0
1111045, 0
23026, 0
1184944, 0
1147665, 0
21309, 0
1076992, 0
1227289, 0
1238805, 0
1112628, 0
1112377, 0
989608, 0
1114043, 0
1113433, 0
862990, 0
12436, 0
631531, 0
14226, 0
862910, 0
1522267, 0
1112681, 0
20139, 0
30707, 0
944271, 0
1205144, 0
1193170, 0
1238793, 0
1188305, 0
1080537, 0
1521618, 0
1193113, 0
1187856, 0
1519691, 0
23252, 0
639675, 0
1112142, 0
1113213, 0
1608, 0
1110944, 0
10661, 0
2103, 0
601952, 0
1183692, 0
1776, 0
1187476, 0
1522717, 0
21848, 0
1059264, 0
1018013, 0
1198991, 0
1111264, 0
2381, 0
1200470, 0
10611, 0
1147523, 0
866024, 0
573471, 0
22961, 0
1206985, 0
1187465, 0
1179860, 0
687205, 0
1519834, 0
1183925, 0
1185943, 0
1183631, 0
865518, 0
1184204, 0
1517761, 0
998982, 0
1185386, 0
972044, 0
1521291, 0
6067, 0
1518247, 0
31451, 0
1102981, 0
1187315, 0
27508, 0
1065540, 0
1110904, 0
19306, 0
1111844, 0
1111122, 0
983581, 0
1219772, 0
973066, 0
1183291, 0
1076820, 0
1112553, 0
6299, 0
1228158, 0
1113807, 0
258, 0
1520172, 0
12730, 0
542, 0
aaaieizx, 0
867204, 0
1185619, 0
1185086, 0
862362, 0
1187605, 0
2647018, 0
862371, 0
865041, 0
631576, 0
15833, 0
776741, 0
10735, 0
1007854, 0
1044, 0
1521044, 0
1009494, 0
1197808, 0
984713, 0
1444811, 0
1186129, 0
19202, 0
1187596, 0
1180674, 0
1214809, 0
978662, 0
1018646, 0
1077228, 0
3538, 0
1196216, 0
976030, 0
777760, 0
1210663, 0
2352, 0
1234, 0
1206634, 0
1246132, 0
1187510, 0
1183468, 0
15694, 0
1184275, 0
979420, 0
1113287, 0
1188029, 0
1188761, 0
1096954, 0
19764, 0
865660, 0
1112754, 0
861505, 0
867127, 0
769004, 0
2292, 0
1187891, 0
1110668, 0
1729, 0
862367, 0
1209278, 0
13929, 0
1211411, 0
1112177, 0
1186360, 0
1113016, 0
1178984, 0
18828, 0
608555, 0
20889, 0
1113777, 0
975291, 0
1184167, 0
1183086, 0
921, 0
1435808, 0
554003, 0
21895, 0
1516383, 0
948, 0
998979, 0
1184256, 0
998893, 0
1214123, 0
677715, 0
865278, 0
2403, 0
1194181, 0
635460, 0
850910, 0
1229183, 0
1197596, 0
973892, 0
1185620, 0
865862, 0
1522329, 0
1520453, 0
1186510, 0
864734, 0
1184822, 0
865164, 0
1205631, 0
1206341, 0
1516504, 0
1329459, 0
16501, 0
24201, 0
1519031, 0
1221446, 0
1520515, 0
1112516, 0
1183124, 0
1218741, 0
1245828, 0
1017566, 0
10600, 0
28905, 0
1099619, 0
999389, 0
15103, 0
14026, 0
23037, 0
1111031, 0
1184807, 0
1748, 0
8373, 0
623646, 0
864618, 0
1191460, 0
683953, 0
6739, 0
30444, 0
975786, 0
